0,1
-105.515396,-35.63297
-28.273767,67.64682
-24.134056,-27.987894
57.500645,17.705631
-26.379725,-98.28555
53.822582,53.72616
-12.375666,32.3039
70.01294,49.74262
-107.13617,-20.713875
25.03486,18.284334
34.089657,-35.912876
-67.31583,49.89245
-33.451054,-49.664997
19.24592,-57.554962
68.412125,47.546856
-7.844458,28.223234
57.26163,16.401705
-30.186085,0.36520237
26.260307,18.071045
26.068563,-31.33856
-81.85012,-17.87107
-8.961302,32.765186
19.299025,-30.15559
54.770855,17.119232
32.202656,13.960237
93.28652,6.401919
-14.948573,37.24952
56.145615,17.486748
76.12585,17.79586
-81.27147,-15.936581
-22.970846,-93.690155
38.783257,85.07196
-18.43186,14.186546
98.95089,-10.681665
27.729559,16.900572
89.84092,-35.56592
56.18608,-35.53798
28.066956,16.704449
47.367058,-40.116947
-67.7514,41.121113
104.6637,26.051773
34.007526,-35.85506
25.817345,14.957351
58.482628,45.480206
-54.977055,48.683414
-35.659668,58.00463
-38.290173,54.56426
45.99573,61.96333
20.352596,-48.776764
21.657526,-48.481297
-81.1273,-25.67089
2.6368518,-70.75322
-81.00855,-17.458767
-16.334814,11.402798
-74.82585,17.408438
68.79227,10.110008
71.12371,47.950966
70.43051,47.74685
19.303156,2.2760808
-14.623357,9.158563
105.13071,26.743996
-13.019568,-64.40122
-26.31064,-98.754814
10.133438,-23.1008
-17.311687,11.759642
-17.417656,11.987386
22.986616,-47.4903
62.438393,81.40072
-16.795063,10.846168
-28.524033,-4.67461
-25.798527,-90.88375
79.050735,18.819042
68.92126,10.253918
64.94753,48.501144
-103.48738,-47.630505
-37.58681,-40.070274
40.218433,64.38861
-32.392403,58.637253
20.43961,-48.609688
96.52073,-45.417233
108.00892,26.632248
-14.640606,5.424091
-14.785035,8.084696
71.393074,-28.118612
58.360607,18.473276
-16.295979,12.560365
-33.013847,4.913301
96.232605,-25.042517
61.035793,80.735435
64.01916,47.826828
-67.49545,49.788708
-9.552013,25.352201
-7.9104667,31.73757
26.832586,-45.07274
-30.248817,11.260353
-31.489386,9.325572
75.8103,-14.100391
60.549644,80.64796
-4.796612,72.63849
-23.239626,3.3641868
-14.256853,-29.195042
-14.852436,-18.950611
30.783245,-32.077244
10.684727,-7.3849554
-16.93751,11.154651
28.201597,24.618666
70.506424,48.7079
40.02895,70.83977
-27.001438,3.750991
-26.479439,13.561381
10.814301,90.02581
14.971895,20.83684
