Price,District,Town,Type,EnergyCertificate,Parking,ConstructionYear,TotalArea,Garage,Elevator,ElectricCarsCharging,NumberOfBedrooms,NumberOfWC,LivingArea,NumberOfBathrooms,Region
250000.0,Coimbra,"São Miguel, Santa Eufémia e Rabaçal",House,A,1.0,2009.0,97.0,False,False,False,5.0,2.0,155.0,4.0,Centro
46500.0,Coimbra,Alhadas,House,NC,1.0,1951.0,75.0,False,False,False,3.0,0.0,75.0,0.0,Centro
25000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,House,NC,0.0,1937.0,46.0,False,False,False,1.0,0.0,76.0,1.0,Centro
31500.0,Coimbra,Oliveira do Mondego e Travanca do Mondego,House,NC,1.0,1951.0,39.0,False,False,False,1.0,0.0,39.0,0.0,Centro
59900.0,Coimbra,Lagos da Beira e Lajeosa,House,F,1.0,1937.0,110.0,False,False,False,3.0,1.0,105.0,1.0,Centro
97000.0,Coimbra,Sebal e Belide,House,NC,0.0,1975.0,160.0,False,False,False,2.0,0.0,160.0,1.0,Centro
35000.0,Coimbra,Penacova,House,NC,0.0,1951.0,74.0,True,False,False,4.0,0.0,74.0,0.0,Centro
115000.0,Coimbra,Quiaios,House,E,0.0,1950.0,200.0,False,False,False,3.0,0.0,200.0,0.0,Centro
30000.0,Coimbra,Quiaios,House,NC,0.0,1950.0,49.0,False,False,False,1.0,0.0,49.0,0.0,Centro
307000.0,Coimbra,Quiaios,House,B-,1.0,1988.0,260.0,False,False,False,3.0,0.0,260.0,3.0,Centro
160000.0,Coimbra,Quiaios,House,B-,0.0,1998.0,225.0,False,False,False,0.0,0.0,225.0,0.0,Centro
244000.0,Coimbra,Buarcos e São Julião,Apartment,D,0.0,1968.0,124.0,False,True,False,4.0,0.0,124.0,2.0,Centro
199000.0,Coimbra,Buarcos e São Julião,Apartment,E,0.0,1986.0,130.0,False,False,False,4.0,0.0,130.0,2.0,Centro
295000.0,Coimbra,Eiras e São Paulo de Frades,House,F,1.0,1998.0,221.0,False,False,False,4.0,0.0,200.0,3.0,Centro
140000.0,Coimbra,Santa Clara e Castelo Viegas,House,NC,0.0,1950.0,170.0,False,False,False,3.0,1.0,170.0,1.0,Centro
195000.0,Coimbra,Portunhos e Outil,House,E,0.0,1977.0,171.0,True,False,False,3.0,2.0,154.0,2.0,Centro
121600.0,Coimbra,Pessegueiro,House,F,0.0,1982.0,156.0,False,False,False,3.0,1.0,104.0,2.0,Centro
40000.0,Coimbra,Vila Verde,House,NC,0.0,1950.0,95.0,False,False,False,1.0,0.0,95.0,1.0,Centro
65000.0,Coimbra,Alqueidão,House,E,1.0,2008.0,101.0,False,False,False,3.0,0.0,101.0,1.0,Centro
155000.0,Coimbra,Mira,Apartment,D,0.0,1999.0,135.0,True,False,False,3.0,2.0,115.0,2.0,Centro
185000.0,Coimbra,Almalaguês,House,D,0.0,1937.0,112.0,True,False,False,4.0,0.0,101.0,1.0,Centro
44000.0,Coimbra,Torres do Mondego,House,NC,0.0,1951.0,72.0,False,False,False,3.0,0.0,130.0,0.0,Centro
125000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,B,0.0,1986.0,29.0,False,False,False,0.0,1.0,29.0,1.0,Centro
95000.0,Coimbra,Souselas e Botão,Apartment,D,1.0,1999.0,74.0,False,False,False,2.0,0.0,74.0,1.0,Centro
280000.0,Coimbra,Buarcos e São Julião,Apartment,D,0.0,1977.0,148.0,True,True,False,5.0,0.0,148.0,3.0,Centro
115000.0,Coimbra,Ançã,Apartment,E,0.0,2003.0,98.0,False,False,False,2.0,0.0,98.0,1.0,Centro
180000.0,Coimbra,Vila Cova de Alva e Anceriz,House,A+,1.0,1950.0,280.0,False,False,False,5.0,1.0,280.0,2.0,Centro
150000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,House,F,1.0,1974.0,80.0,False,False,False,4.0,0.0,80.0,1.0,Centro
440000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,House,C,0.0,2006.0,197.0,True,False,True,5.0,1.0,195.0,3.0,Centro
17250.0,Coimbra,Almalaguês,House,NC,0.0,1937.0,44.0,False,False,False,3.0,0.0,73.0,0.0,Centro
79000.0,Coimbra,Alhadas,House,NC,1.0,1950.0,258.0,False,False,False,4.0,2.0,230.0,2.0,Centro
235000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,A,0.0,2024.0,50.0,False,True,False,1.0,0.0,45.0,1.0,Centro
340000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,A,1.0,2024.0,74.0,False,True,False,2.0,1.0,67.0,3.0,Centro
360000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,A,1.0,2024.0,74.0,False,True,False,2.0,1.0,67.0,3.0,Centro
395000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,A,1.0,2024.0,92.0,False,True,False,2.0,0.0,83.0,3.0,Centro
120000.0,Coimbra,Lousã e Vilarinho,Apartment,E,0.0,2001.0,130.0,True,False,False,2.0,1.0,130.0,2.0,Centro
245000.0,Coimbra,Semide e Rio Vide,House,D,0.0,2009.0,200.0,True,False,False,3.0,2.0,150.0,3.0,Centro
80000.0,Coimbra,Gesteira e Brunhós,House,NC,0.0,1963.0,49.0,False,False,False,2.0,0.0,49.0,1.0,Centro
259000.0,Coimbra,Tavarede,Apartment,D,0.0,2007.0,179.0,True,True,True,3.0,1.0,179.0,2.0,Centro
425000.0,Coimbra,Cernache,House,D,1.0,2016.0,122.0,False,False,True,4.0,0.0,122.0,4.0,Centro
29980.0,Coimbra,"Abrunheira, Verride e Vila Nova da Barca",House,NC,1.0,1951.0,215.0,False,False,False,2.0,0.0,210.0,1.0,Centro
165000.0,Coimbra,Buarcos e São Julião,Apartment,B-,0.0,2024.0,72.0,False,False,False,2.0,0.0,72.0,1.0,Centro
159000.0,Coimbra,Buarcos e São Julião,Apartment,B-,0.0,2024.0,72.0,False,False,False,2.0,0.0,72.0,1.0,Centro
210000.0,Coimbra,Eiras e São Paulo de Frades,Apartment,C,1.0,2003.0,115.0,False,True,False,3.0,0.0,97.0,2.0,Centro
179000.0,Coimbra,Buarcos e São Julião,Apartment,B-,0.0,2024.0,72.0,False,False,False,2.0,0.0,72.0,1.0,Centro
150000.0,Coimbra,Oliveira do Mondego e Travanca do Mondego,House,F,0.0,1974.0,176.0,True,False,False,4.0,0.0,150.0,2.0,Centro
120000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,Apartment,F,0.0,1995.0,68.0,False,False,False,2.0,1.0,68.0,2.0,Centro
60000.0,Coimbra,Mira,House,NC,1.0,1990.0,85.0,False,False,False,1.0,0.0,157.0,1.0,Centro
350000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,D,0.0,1994.0,188.0,False,False,False,5.0,0.0,188.0,2.0,Centro
308000.0,Coimbra,Santo António dos Olivais,Apartment,F,1.0,1962.0,141.0,False,False,False,3.0,0.0,141.0,2.0,Centro
210000.0,Coimbra,Santo António dos Olivais,Apartment,D,1.0,1962.0,133.0,False,False,False,3.0,0.0,133.0,2.0,Centro
255000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,House,D,0.0,1997.0,135.0,True,False,True,4.0,0.0,135.0,2.0,Centro
139500.0,Coimbra,Miranda do Corvo,House,NC,0.0,1974.0,260.0,False,False,False,3.0,0.0,260.0,2.0,Centro
265000.0,Coimbra,Mira,House,B-,1.0,1997.0,109.0,False,False,False,4.0,0.0,99.0,2.0,Centro
167500.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,D,0.0,2001.0,122.0,True,True,False,2.0,2.0,98.0,2.0,Norte
199000.0,Coimbra,Santo António dos Olivais,Apartment,E,0.0,2005.0,84.0,False,False,False,2.0,0.0,75.0,2.0,Centro
250000.0,Coimbra,Santo António dos Olivais,Apartment,D,0.0,1989.0,98.0,True,False,False,3.0,2.0,98.0,2.0,Centro
68500.0,Coimbra,Miranda do Corvo,House,F,0.0,1950.0,120.0,True,False,False,3.0,0.0,120.0,1.0,Centro
660000.0,Coimbra,Marinha das Ondas,House,B-,1.0,2019.0,299.0,False,False,False,3.0,0.0,265.0,4.0,Centro
150000.0,Coimbra,Arazede,House,D,0.0,1985.0,166.0,True,False,False,3.0,0.0,86.0,2.0,Centro
280000.0,Coimbra,Murtede,House,A+,1.0,2005.0,227.0,False,False,False,3.0,1.0,227.0,4.0,Centro
240000.0,Coimbra,São Pedro,House,E,0.0,2012.0,71.0,True,False,False,1.0,0.0,163.0,1.0,Centro
155000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,F,0.0,1994.0,46.0,False,False,False,1.0,0.0,37.0,1.0,Centro
225000.0,Coimbra,Eiras e São Paulo de Frades,Apartment,E,0.0,1969.0,137.0,True,False,False,4.0,1.0,137.0,2.0,Centro
114000.0,Coimbra,Lousã e Vilarinho,House,NC,0.0,1937.0,90.0,True,False,False,4.0,0.0,90.0,1.0,Centro
55000.0,Coimbra,Quiaios,House,NC,0.0,1950.0,70.0,False,False,False,3.0,0.0,70.0,1.0,Centro
45000.0,Coimbra,Quiaios,House,NC,0.0,1950.0,89.0,False,False,False,3.0,0.0,89.0,1.0,Centro
29900.0,Coimbra,Seixo da Beira,House,NC,0.0,1937.0,70.0,False,False,False,0.0,0.0,70.0,0.0,Centro
49000.0,Coimbra,Lorvão,House,F,0.0,1977.0,184.0,False,False,False,3.0,0.0,86.0,1.0,Centro
62000.0,Coimbra,Cumeeira,House,F,1.0,1937.0,75.0,False,False,False,4.0,0.0,70.0,1.0,Centro
165000.0,Coimbra,Buarcos e São Julião,House,D,0.0,1988.0,135.0,False,False,False,4.0,3.0,135.0,3.0,Centro
60000.0,Coimbra,Arrifana,House,NC,0.0,1997.0,81.0,True,False,False,2.0,0.0,184.0,2.0,Centro
549000.0,Coimbra,Santo António dos Olivais,House,D,0.0,2024.0,225.0,True,False,False,5.0,1.0,214.0,4.0,Centro
125000.0,Coimbra,Santa Clara e Castelo Viegas,House,F,0.0,1977.0,152.0,False,False,False,5.0,0.0,152.0,0.0,Centro
118000.0,Coimbra,Penalva de Alva e São Sebastião da Feira,House,F,0.0,1937.0,86.0,False,False,False,3.0,0.0,86.0,1.0,Centro
195000.0,Coimbra,Lousã e Vilarinho,House,A,0.0,2003.0,127.0,True,False,False,3.0,1.0,127.0,1.0,Centro
99500.0,Coimbra,Lorvão,House,F,0.0,1997.0,256.0,True,False,False,4.0,0.0,163.0,1.0,Centro
85000.0,Coimbra,Vila Nova de Anços,House,D,0.0,1970.0,154.0,False,False,False,3.0,0.0,144.0,0.0,Centro
75000.0,Coimbra,Eiras e São Paulo de Frades,House,F,1.0,1988.0,101.0,False,False,False,3.0,0.0,189.0,1.0,Centro
71000.0,Coimbra,Trouxemil e Torre de Vilela,House,NC,0.0,1937.0,35.0,False,False,False,1.0,0.0,35.0,0.0,Centro
59000.0,Coimbra,Lourosa,House,NC,1.0,1970.0,177.0,False,False,False,6.0,0.0,177.0,2.0,Centro
350000.0,Coimbra,Santo António dos Olivais,Apartment,E,1.0,1962.0,147.0,False,True,False,4.0,0.0,140.0,2.0,Centro
68000.0,Coimbra,Zambujal,House,NC,1.0,1937.0,45.0,False,False,False,1.0,0.0,45.0,0.0,Centro
41000.0,Coimbra,Zambujal,House,NC,1.0,1937.0,107.0,False,False,False,2.0,0.0,107.0,0.0,Centro
160000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,House,D,1.0,1951.0,150.0,False,False,False,2.0,0.0,150.0,0.0,Centro
300000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,E,0.0,1991.0,134.0,False,True,False,3.0,0.0,86.0,2.0,Centro
340000.0,Coimbra,Santo António dos Olivais,Apartment,C,0.0,1987.0,175.0,False,True,False,4.0,0.0,140.0,2.0,Centro
500000.0,Coimbra,São Pedro,House,F,0.0,2005.0,230.0,True,False,True,5.0,0.0,106.0,0.0,Centro
70000.0,Coimbra,Ázere e Covelo,House,F,1.0,1930.0,108.0,False,False,False,6.0,2.0,231.0,2.0,Centro
165000.0,Coimbra,Dornelas do Zêzere,House,E,0.0,1951.0,183.0,False,False,False,4.0,0.0,274.0,2.0,Centro
140000.0,Coimbra,Friúmes e Paradela,House,E,1.0,1951.0,184.0,False,False,True,3.0,0.0,184.0,2.0,Centro
65000.0,Coimbra,Penacova,House,F,0.0,1975.0,97.0,True,False,False,3.0,0.0,97.0,1.0,Centro
310000.0,Coimbra,Tavarede,Apartment,A,0.0,2019.0,124.0,True,True,False,3.0,2.0,124.0,2.0,Centro
80000.0,Coimbra,Granja do Ulmeiro,Apartment,E,0.0,1993.0,60.0,False,False,False,1.0,0.0,60.0,1.0,Centro
370000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,House,NC,0.0,2024.0,187.0,True,False,False,4.0,0.0,187.0,0.0,Centro
329000.0,Coimbra,Buarcos e São Julião,House,D,1.0,1989.0,154.0,False,False,False,4.0,0.0,153.0,2.0,Centro
200000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,E,0.0,2014.0,100.0,False,False,False,1.0,0.0,100.0,2.0,Centro
245000.0,Coimbra,Cernache,House,C,0.0,1992.0,240.0,True,False,False,3.0,0.0,240.0,3.0,Centro
227500.0,Coimbra,Santa Clara e Castelo Viegas,Apartment,F,1.0,1981.0,92.0,False,False,False,3.0,0.0,92.0,2.0,Centro
123000.0,Coimbra,Santo António dos Olivais,House,E,0.0,1941.0,70.0,False,False,False,2.0,0.0,90.0,2.0,Centro
70000.0,Coimbra,Almalaguês,House,NC,0.0,1937.0,100.0,True,False,False,4.0,0.0,105.0,3.0,Centro
62500.0,Coimbra,Semide e Rio Vide,House,F,1.0,1960.0,124.0,False,False,False,2.0,0.0,124.0,1.0,Centro
280000.0,Coimbra,Pereira,Apartment,D,0.0,2007.0,185.0,True,False,False,4.0,0.0,249.0,4.0,Centro
115000.0,Coimbra,Góis,House,E,0.0,1971.0,114.0,False,False,False,2.0,1.0,114.0,3.0,Centro
400000.0,Coimbra,Santo António dos Olivais,Apartment,E,0.0,1957.0,80.0,False,False,False,5.0,5.0,80.0,5.0,Centro
65000.0,Coimbra,Souselas e Botão,House,NC,1.0,1937.0,106.0,False,False,False,2.0,0.0,38.0,0.0,Centro
230000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,Apartment,B-,0.0,2007.0,127.0,True,False,False,3.0,0.0,91.0,3.0,Centro
25000.0,Coimbra,Vila Seca e Bem da Fé,House,NC,1.0,1937.0,84.0,False,False,False,1.0,0.0,72.0,0.0,Centro
265000.0,Coimbra,Praia de Mira,House,D,1.0,1998.0,183.0,False,False,False,3.0,0.0,170.0,3.0,Centro
35000.0,Coimbra,Torres do Mondego,House,NC,0.0,1951.0,70.0,False,False,False,2.0,0.0,126.0,0.0,Centro
375000.0,Coimbra,Santo António dos Olivais,House,F,1.0,1941.0,118.0,False,False,False,2.0,0.0,118.0,1.0,Centro
72000.0,Coimbra,Cumeeira,House,F,1.0,1937.0,54.0,False,False,False,2.0,0.0,108.0,1.0,Centro
55000.0,Coimbra,Alhadas,House,NC,0.0,1970.0,58.0,False,False,False,2.0,0.0,106.0,0.0,Centro
70000.0,Coimbra,Miranda do Corvo,House,NC,1.0,1937.0,60.0,False,False,False,2.0,0.0,172.0,1.0,Centro
52500.0,Coimbra,Souselas e Botão,House,NC,1.0,1937.0,90.0,False,False,False,4.0,0.0,180.0,2.0,Centro
273000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,Apartment,A,0.0,2024.0,109.0,True,True,False,3.0,0.0,184.0,2.0,Centro
309000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,Apartment,B,0.0,2024.0,110.0,True,True,False,3.0,0.0,217.0,2.0,Centro
270000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,Apartment,A,0.0,2024.0,125.0,True,True,False,3.0,0.0,125.0,2.0,Centro
129500.0,Coimbra,Alhadas,House,E,0.0,1951.0,176.0,True,False,False,1.0,0.0,176.0,1.0,Centro
148000.0,Coimbra,Cantanhede e Pocariça,Apartment,D,0.0,1985.0,115.0,False,False,False,3.0,0.0,186.0,2.0,Centro
140000.0,Coimbra,São Silvestre,House,D,0.0,1950.0,98.0,False,False,False,3.0,0.0,92.0,2.0,Centro
49000.0,Coimbra,Lamas,House,NC,1.0,1937.0,87.0,False,False,False,3.0,0.0,87.0,0.0,Centro
129900.0,Coimbra,Lousã e Vilarinho,Apartment,D,0.0,2001.0,96.0,True,False,True,3.0,0.0,96.0,2.0,Centro
46500.0,Coimbra,Poiares (Santo André),House,F,0.0,1937.0,57.0,False,False,False,4.0,0.0,239.0,1.0,Centro
247500.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,D,0.0,2014.0,120.0,False,False,False,2.0,0.0,120.0,2.0,Centro
220000.0,Leiria,Coimbrão,House,C,0.0,2011.0,115.0,True,False,False,3.0,0.0,127.0,2.0,Centro
445000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,NC,0.0,2024.0,120.0,True,True,False,3.0,0.0,115.0,3.0,Centro
35000.0,Coimbra,Semide e Rio Vide,House,F,0.0,1970.0,85.0,False,False,False,3.0,0.0,77.0,1.0,Centro
289000.0,Coimbra,Cantanhede e Pocariça,House,C,0.0,2023.0,178.0,True,False,False,3.0,1.0,198.0,3.0,Centro
209500.0,Coimbra,Buarcos e São Julião,Apartment,D,0.0,1987.0,100.0,False,True,False,2.0,1.0,83.0,1.0,Centro
375000.0,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,C,1.0,1973.0,189.0,False,True,False,5.0,1.0,189.0,3.0,Centro
210000.0,Coimbra,Tavarede,Apartment,D,0.0,1998.0,148.0,False,True,False,3.0,0.0,140.0,2.0,Centro
135000.0,Coimbra,Santa Clara e Castelo Viegas,House,F,1.0,1978.0,136.0,False,False,False,4.0,0.0,130.0,3.0,Centro
270000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,House,E,0.0,1998.0,275.0,True,False,True,5.0,1.0,275.0,5.0,Centro
74000.0,Coimbra,Penalva de Alva e São Sebastião da Feira,House,F,0.0,2006.0,100.0,False,False,False,3.0,1.0,100.0,1.0,Centro
59000.0,Coimbra,Vila Verde,House,E,0.0,1950.0,129.0,False,False,False,1.0,0.0,195.0,1.0,Centro
125000.0,Coimbra,Oliveira do Hospital e São Paio de Gramaços,Apartment,E,1.0,1998.0,109.0,False,False,False,3.0,0.0,109.0,2.0,Centro
68800.0,Coimbra,"Abrunheira, Verride e Vila Nova da Barca",House,E,0.0,1970.0,113.0,False,False,False,2.0,0.0,113.0,2.0,Centro
29900.0,Coimbra,Arganil,House,NC,0.0,1937.0,72.0,False,False,False,3.0,0.0,72.0,1.0,Centro
16000.0,Coimbra,Almalaguês,House,NC,1.0,1937.0,44.0,False,False,False,3.0,0.0,44.0,1.0,Centro
99000.0,Coimbra,Pombeiro da Beira,House,F,1.0,1980.0,147.0,False,False,False,2.0,1.0,147.0,3.0,Centro
84000.0,Coimbra,Aldeia das Dez,House,C,1.0,2017.0,181.0,False,False,False,2.0,0.0,170.0,0.0,Centro
19900.0,Coimbra,Góis,House,NC,0.0,1958.0,88.0,False,False,False,2.0,0.0,197.0,1.0,Centro
33000.0,Coimbra,Antuzede e Vil de Matos,House,NC,0.0,1961.0,42.0,False,False,False,2.0,0.0,42.0,0.0,Centro
375000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,160.0,False,True,False,3.0,0.0,160.0,2.0,Norte
155000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,75.0,False,True,False,1.0,0.0,94.0,1.0,Norte
450000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,172.0,False,True,False,3.0,0.0,172.0,2.0,Norte
330000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,157.0,False,True,False,3.0,0.0,157.0,2.0,Norte
280000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,167.0,False,True,False,3.0,0.0,167.0,2.0,Norte
285000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,152.0,False,True,False,3.0,0.0,152.0,2.0,Norte
245000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,128.0,False,True,False,2.0,0.0,128.0,2.0,Norte
290000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2003.0,177.0,False,True,False,3.0,0.0,177.0,2.0,Norte
245000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,123.0,False,True,False,2.0,0.0,166.0,2.0,Norte
310000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,152.0,False,True,False,3.0,0.0,152.0,2.0,Norte
320000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,169.0,False,True,False,3.0,0.0,169.0,2.0,Norte
290000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,157.0,False,True,False,3.0,0.0,157.0,2.0,Norte
295000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,168.0,False,True,False,3.0,0.0,168.0,2.0,Norte
180000.0,Coimbra,Miranda do Corvo,House,E,0.0,1979.0,100.0,True,False,False,3.0,0.0,200.0,2.0,Centro
81500.0,Coimbra,Lagares da Beira,Apartment,A,0.0,2000.0,140.0,True,False,False,3.0,2.0,122.0,2.0,Centro
270000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,151.0,False,True,False,3.0,0.0,151.0,2.0,Norte
285000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,151.0,False,True,False,3.0,0.0,151.0,2.0,Norte
245000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,117.0,False,True,False,2.0,0.0,117.0,2.0,Norte
285000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,153.0,False,True,False,3.0,0.0,153.0,2.0,Norte
280000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,154.0,False,True,False,3.0,0.0,154.0,2.0,Norte
275000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,151.0,False,True,False,3.0,0.0,151.0,2.0,Norte
190000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,50.0,False,True,False,0.0,0.0,50.0,1.0,Norte
350000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,171.0,False,True,False,3.0,0.0,171.0,2.0,Norte
280000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,164.0,False,True,False,3.0,0.0,204.0,2.0,Norte
150000.0,Coimbra,São Martinho do Bispo e Ribeira de Frades,House,F,1.0,1983.0,156.0,False,False,True,3.0,0.0,150.0,1.0,Centro
50000.0,Coimbra,"São Miguel, Santa Eufémia e Rabaçal",House,NC,1.0,1976.0,50.0,False,False,False,3.0,0.0,115.0,1.0,Centro
280000.0,Porto,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Apartment,A+,1.0,2023.0,151.0,False,True,False,3.0,0.0,151.0,2.0,Norte
120000.0,Coimbra,Febres,House,D,1.0,1951.0,101.0,False,False,False,3.0,0.0,75.0,0.0,Centro
129000.0,Coimbra,Miranda do Corvo,House,D,0.0,1987.0,72.0,True,False,False,2.0,0.0,72.0,1.0,Centro
20000.0,Coimbra,Lorvão,House,NC,1.0,1996.0,88.0,False,False,False,3.0,0.0,88.0,0.0,Centro
66000.0,Coimbra,Degracias e Pombalinho,House,NC,1.0,1970.0,180.0,False,False,False,2.0,0.0,162.0,1.0,Centro
63000.0,Coimbra,Maiorca,House,NC,0.0,1950.0,78.0,False,False,False,1.0,0.0,78.0,1.0,Centro
207000.0,Coimbra,Buarcos e São Julião,House,D,0.0,1960.0,105.0,True,False,False,3.0,0.0,100.0,2.0,Centro
280000.0,Coimbra,"São Miguel, Santa Eufémia e Rabaçal",House,D,0.0,2011.0,208.0,True,False,False,4.0,0.0,178.0,3.0,Centro
250000.0,Coimbra,Miranda do Corvo,House,E,1.0,1985.0,222.0,False,False,False,4.0,0.0,257.0,2.0,Centro
115000.0,Coimbra,Alfarelos,House,F,1.0,1950.0,84.0,False,False,False,3.0,2.0,139.0,5.0,Centro
167500.0,Coimbra,Lousã e Vilarinho,House,D,0.0,1989.0,320.0,True,False,False,4.0,0.0,180.0,3.0,Centro
295000.0,Coimbra,Alhadas,House,C,1.0,1999.0,266.0,False,False,False,4.0,0.0,266.0,3.0,Centro
49500.0,Coimbra,São Miguel de Poiares,House,NC,1.0,1970.0,111.0,False,False,False,0.0,0.0,238.0,0.0,Centro
29500.0,Coimbra,Lamas,House,NC,0.0,1999.0,200.0,False,False,False,3.0,0.0,190.0,1.0,Centro
310000.0,Coimbra,Nogueira do Cravo,House,D,0.0,1999.0,150.0,True,True,False,4.0,2.0,230.0,2.0,Centro
25000.0,Coimbra,Góis,House,NC,1.0,1937.0,110.0,False,False,False,0.0,0.0,220.0,0.0,Centro
139000.0,Coimbra,Buarcos e São Julião,House,NC,0.0,1988.0,84.0,False,False,False,4.0,0.0,84.0,0.0,Centro
319900.0,Coimbra,Santo António dos Olivais,Apartment,B-,0.0,2008.0,64.0,True,True,False,1.0,0.0,64.0,1.0,Centro
400000.0,Coimbra,"São Miguel, Santa Eufémia e Rabaçal",House,E,0.0,1990.0,220.0,True,False,False,4.0,1.0,194.0,4.0,Centro
195000.0,Coimbra,Midões,House,E,0.0,1975.0,158.0,True,False,False,5.0,0.0,112.0,2.0,Centro
350000.0,Coimbra,Condeixa-a-Velha e Condeixa-a-Nova,House,E,1.0,2005.0,135.0,False,False,False,4.0,0.0,135.0,2.0,Centro
60000.0,Coimbra,Alfarelos,House,NC,1.0,1975.0,119.0,False,False,True,3.0,1.0,119.0,2.0,Centro
165000.0,Coimbra,Mira,Apartment,A,1.0,2023.0,49.0,False,True,False,1.0,1.0,49.0,1.0,Centro
215000.0,Coimbra,Mira,Apartment,A,1.0,2023.0,114.0,False,True,False,3.0,2.0,114.0,2.0,Centro
205000.0,Coimbra,Mira,Apartment,A,1.0,2023.0,91.0,False,True,False,1.0,1.0,91.0,1.0,Centro
225000.0,Coimbra,Mira,Apartment,B,1.0,2023.0,146.0,False,True,False,2.0,2.0,146.0,2.0,Centro
275000.0,Coimbra,Mira,Apartment,B,1.0,2023.0,205.0,False,True,False,3.0,3.0,205.0,3.0,Centro
